Employee_ID,Name,Department,Role,Hire_Date,Month,KPI_Score,Attendance_Rate,Attrition,Tenure_Months,Manager
EMP1055,Nicole Carpenter,Sales,Senior Associate,2023-10-03,May-2024,76.4,89.5,No,24,Kimberly Jefferson
EMP1055,Nicole Carpenter,Sales,Analyst,2023-10-03,Jun-2024,57.3,99.1,No,24,Kimberly Jefferson
EMP1055,Nicole Carpenter,Sales,Analyst,2023-10-03,Jul-2024,70.3,98.1,No,24,Kimberly Jefferson
EMP1055,Nicole Carpenter,Sales,Analyst,2023-10-03,Aug-2024,59.1,97.6,No,24,Kimberly Jefferson
EMP1055,Nicole Carpenter,Sales,Senior Associate,2023-10-03,Sep-2024,80.1,91.9,No,24,Kimberly Jefferson
EMP1055,Nicole Carpenter,Sales,Specialist,2023-10-03,Oct-2024,69.7,92.2,No,24,Kimberly Jefferson
EMP1055,Nicole Carpenter,Sales,Analyst,2023-10-03,Nov-2024,74.7,91.6,No,24,Kimberly Jefferson
EMP1055,Nicole Carpenter,Sales,Senior Associate,2023-10-03,Dec-2024,92.7,95.9,No,24,Kimberly Jefferson
EMP1056,Debbie Jones,Sales,Analyst,2025-06-23,Jan-2024,69.0,94.2,No,4,Kimberly Jefferson
EMP1056,Debbie Jones,Sales,Senior Associate,2025-06-23,Feb-2024,79.7,87.0,No,4,Kimberly Jefferson
EMP1056,Debbie Jones,Sales,Analyst,2025-06-23,Mar-2024,82.7,99.3,Yes,4,Kimberly Jefferson
EMP1056,Debbie Jones,Sales,Analyst,2025-06-23,Apr-2024,87.3,86.0,No,4,Kimberly Jefferson
EMP1056,Debbie Jones,Sales,Specialist,2025-06-23,May-2024,74.0,88.9,No,4,Kimberly Jefferson
EMP1056,Debbie Jones,Sales,Specialist,2025-06-23,Jun-2024,73.0,88.7,No,4,Kimberly Jefferson
EMP1056,Debbie Jones,Sales,Associate,2025-06-23,Jul-2024,72.7,89.1,No,4,Kimberly Jefferson
EMP1056,Debbie Jones,Sales,Senior Associate,2025-06-23,Aug-2024,78.7,96.4,No,4,Kimberly Jefferson
EMP1056,Debbie Jones,Sales,Specialist,2025-06-23,Sep-2024,89.9,86.0,No,4,Kimberly Jefferson
EMP1056,Debbie Jones,Sales,Senior Associate,2025-06-23,Oct-2024,72.3,92.3,No,4,Kimberly Jefferson
EMP1056,Debbie Jones,Sales,Specialist,2025-06-23,Nov-2024,50.8,90.2,No,4,Kimberly Jefferson
EMP1056,Debbie Jones,Sales,Associate,2025-06-23,Dec-2024,83.8,98.5,No,4,Kimberly Jefferson
EMP1057,Maureen Terry,Sales,Senior Associate,2025-07-03,Jan-2024,75.7,99.1,No,3,Kimberly Jefferson
EMP1057,Maureen Terry,Sales,Senior Associate,2025-07-03,Feb-2024,80.2,85.8,No,3,Kimberly Jefferson
EMP1057,Maureen Terry,Sales,Analyst,2025-07-03,Mar-2024,59.4,96.0,No,3,Kimberly Jefferson
EMP1057,Maureen Terry,Sales,Specialist,2025-07-03,Apr-2024,69.7,99.7,No,3,Kimberly Jefferson
EMP1057,Maureen Terry,Sales,Associate,2025-07-03,May-2024,82.9,88.0,No,3,Kimberly Jefferson
EMP1057,Maureen Terry,Sales,Associate,2025-07-03,Jun-2024,62.5,93.5,No,3,Kimberly Jefferson
EMP1057,Maureen Terry,Sales,Analyst,2025-07-03,Jul-2024,79.7,94.1,No,3,Kimberly Jefferson
EMP1057,Maureen Terry,Sales,Senior Associate,2025-07-03,Aug-2024,74.6,90.2,No,3,Kimberly Jefferson
EMP1057,Maureen Terry,Sales,Senior Associate,2025-07-03,Sep-2024,67.7,97.8,No,3,Kimberly Jefferson
EMP1057,Maureen Terry,Sales,Senior Associate,2025-07-03,Oct-2024,66.9,93.4,No,3,Kimberly Jefferson
EMP1057,Maureen Terry,Sales,Analyst,2025-07-03,Nov-2024,64.8,97.9,No,3,Kimberly Jefferson
EMP1057,Maureen Terry,Sales,Specialist,2025-07-03,Dec-2024,75.6,95.8,No,3,Kimberly Jefferson
EMP1058,Christine Harrell,Sales,Analyst,2024-04-06,Jan-2024,76.8,93.2,No,18,Kimberly Jefferson
EMP1058,Christine Harrell,Sales,Associate,2024-04-06,Feb-2024,71.3,86.2,No,18,Kimberly Jefferson
EMP1058,Christine Harrell,Sales,Associate,2024-04-06,Mar-2024,64.3,87.5,No,18,Kimberly Jefferson
EMP1058,Christine Harrell,Sales,Specialist,2024-04-06,Apr-2024,45.8,99.2,No,18,Kimberly Jefferson
EMP1058,Christine Harrell,Sales,Senior Associate,2024-04-06,May-2024,79.4,91.9,No,18,Kimberly Jefferson
EMP1058,Christine Harrell,Sales,Senior Associate,2024-04-06,Jun-2024,84.0,91.2,No,18,Kimberly Jefferson
EMP1058,Christine Harrell,Sales,Analyst,2024-04-06,Jul-2024,81.2,85.9,No,18,Kimberly Jefferson
EMP1058,Christine Harrell,Sales,Specialist,2024-04-06,Aug-2024,95.6,92.7,No,18,Kimberly Jefferson
EMP1058,Christine Harrell,Sales,Specialist,2024-04-06,Sep-2024,73.2,85.8,No,18,Kimberly Jefferson
EMP1058,Christine Harrell,Sales,Analyst,2024-04-06,Oct-2024,88.7,96.8,No,18,Kimberly Jefferson
EMP1058,Christine Harrell,Sales,Analyst,2024-04-06,Nov-2024,68.5,87.5,No,18,Kimberly Jefferson
EMP1058,Christine Harrell,Sales,Senior Associate,2024-04-06,Dec-2024,67.0,90.0,No,18,Kimberly Jefferson
EMP1059,Michael Lawrence,Sales,Analyst,2024-11-10,Jan-2024,76.2,88.1,No,11,Kimberly Jefferson
EMP1059,Michael Lawrence,Sales,Analyst,2024-11-10,Feb-2024,91.2,98.2,No,11,Kimberly Jefferson
EMP1059,Michael Lawrence,Sales,Associate,2024-11-10,Mar-2024,72.1,99.8,No,11,Kimberly Jefferson
EMP1059,Michael Lawrence,Sales,Analyst,2024-11-10,Apr-2024,59.4,96.6,No,11,Kimberly Jefferson
EMP1059,Michael Lawrence,Sales,Analyst,2024-11-10,May-2024,83.8,93.1,No,11,Kimberly Jefferson
EMP1059,Michael Lawrence,Sales,Specialist,2024-11-10,Jun-2024,74.2,92.5,No,11,Kimberly Jefferson
EMP1059,Michael Lawrence,Sales,Senior Associate,2024-11-10,Jul-2024,78.0,97.3,No,11,Kimberly Jefferson
EMP1059,Michael Lawrence,Sales,Associate,2024-11-10,Aug-2024,67.5,90.7,No,11,Kimberly Jefferson
EMP1059,Michael Lawrence,Sales,Senior Associate,2024-11-10,Sep-2024,76.1,89.3,No,11,Kimberly Jefferson
EMP1059,Michael Lawrence,Sales,Associate,2024-11-10,Oct-2024,60.6,96.9,No,11,Kimberly Jefferson
EMP1059,Michael Lawrence,Sales,Analyst,2024-11-10,Nov-2024,93.7,97.0,No,11,Kimberly Jefferson
EMP1059,Michael Lawrence,Sales,Analyst,2024-11-10,Dec-2024,85.8,90.9,No,11,Kimberly Jefferson
EMP1060,Donna Medina,Sales,Analyst,2024-01-07,Jan-2024,75.7,87.4,No,21,Kimberly Jefferson
EMP1060,Donna Medina,Sales,Analyst,2024-01-07,Feb-2024,83.5,95.4,No,21,Kimberly Jefferson
EMP1060,Donna Medina,Sales,Associate,2024-01-07,Mar-2024,68.6,97.9,No,21,Kimberly Jefferson
EMP1060,Donna Medina,Sales,Analyst,2024-01-07,Apr-2024,85.3,98.6,No,21,Kimberly Jefferson
EMP1060,Donna Medina,Sales,Senior Associate,2024-01-07,May-2024,71.7,87.8,No,21,Kimberly Jefferson
EMP1060,Donna Medina,Sales,Specialist,2024-01-07,Jun-2024,71.0,98.4,No,21,Kimberly Jefferson
EMP1060,Donna Medina,Sales,Specialist,2024-01-07,Jul-2024,65.4,91.6,No,21,Kimberly Jefferson
EMP1060,Donna Medina,Sales,Analyst,2024-01-07,Aug-2024,79.2,94.2,No,21,Kimberly Jefferson
EMP1060,Donna Medina,Sales,Senior Associate,2024-01-07,Sep-2024,75.2,99.5,No,21,Kimberly Jefferson
EMP1060,Donna Medina,Sales,Senior Associate,2024-01-07,Oct-2024,89.1,91.3,No,21,Kimberly Jefferson
EMP1060,Donna Medina,Sales,Senior Associate,2024-01-07,Nov-2024,64.4,98.2,No,21,Kimberly Jefferson
EMP1060,Donna Medina,Sales,Specialist,2024-01-07,Dec-2024,79.3,91.4,No,21,Kimberly Jefferson
EMP1061,Robert Bartlett,Sales,Specialist,2025-05-05,Jan-2024,86.9,95.8,No,5,Kimberly Jefferson
EMP1061,Robert Bartlett,Sales,Specialist,2025-05-05,Feb-2024,100.0,98.4,No,5,Kimberly Jefferson
EMP1061,Robert Bartlett,Sales,Senior Associate,2025-05-05,Mar-2024,76.9,87.8,No,5,Kimberly Jefferson
EMP1061,Robert Bartlett,Sales,Associate,2025-05-05,Apr-2024,71.5,97.9,No,5,Kimberly Jefferson
EMP1061,Robert Bartlett,Sales,Specialist,2025-05-05,May-2024,76.7,95.7,No,5,Kimberly Jefferson
EMP1061,Robert Bartlett,Sales,Specialist,2025-05-05,Jun-2024,88.2,89.7,No,5,Kimberly Jefferson
EMP1061,Robert Bartlett,Sales,Specialist,2025-05-05,Jul-2024,88.2,91.9,No,5,Kimberly Jefferson
EMP1061,Robert Bartlett,Sales,Senior Associate,2025-05-05,Aug-2024,73.8,90.4,No,5,Kimberly Jefferson
EMP1061,Robert Bartlett,Sales,Senior Associate,2025-05-05,Sep-2024,88.0,90.0,No,5,Kimberly Jefferson
EMP1061,Robert Bartlett,Sales,Senior Associate,2025-05-05,Oct-2024,74.8,87.6,No,5,Kimberly Jefferson
EMP1061,Robert Bartlett,Sales,Associate,2025-05-05,Nov-2024,83.4,86.5,No,5,Kimberly Jefferson
EMP1061,Robert Bartlett,Sales,Associate,2025-05-05,Dec-2024,80.5,88.6,No,5,Kimberly Jefferson
EMP1062,Jason Vaughn,Sales,Analyst,2024-03-25,Jan-2024,71.1,91.8,No,19,Kimberly Jefferson
EMP1062,Jason Vaughn,Sales,Specialist,2024-03-25,Feb-2024,65.8,96.2,No,19,Kimberly Jefferson
EMP1062,Jason Vaughn,Sales,Associate,2024-03-25,Mar-2024,87.2,90.3,No,19,Kimberly Jefferson
EMP1062,Jason Vaughn,Sales,Associate,2024-03-25,Apr-2024,90.2,97.6,No,19,Kimberly Jefferson
EMP1062,Jason Vaughn,Sales,Associate,2024-03-25,May-2024,79.0,94.5,No,19,Kimberly Jefferson
EMP1062,Jason Vaughn,Sales,Senior Associate,2024-03-25,Jun-2024,74.8,86.9,No,19,Kimberly Jefferson
EMP1062,Jason Vaughn,Sales,Analyst,2024-03-25,Jul-2024,63.2,95.3,No,19,Kimberly Jefferson
EMP1062,Jason Vaughn,Sales,Associate,2024-03-25,Aug-2024,86.9,86.0,No,19,Kimberly Jefferson
EMP1062,Jason Vaughn,Sales,Specialist,2024-03-25,Sep-2024,77.8,88.4,No,19,Kimberly Jefferson
EMP1062,Jason Vaughn,Sales,Analyst,2024-03-25,Oct-2024,72.4,97.6,No,19,Kimberly Jefferson
EMP1062,Jason Vaughn,Sales,Specialist,2024-03-25,Nov-2024,83.7,95.4,No,19,Kimberly Jefferson
EMP1062,Jason Vaughn,Sales,Associate,2024-03-25,Dec-2024,61.5,92.7,No,19,Kimberly Jefferson
EMP1063,William Williams,Sales,Associate,2024-11-06,Jan-2024,65.0,85.5,No,11,Kimberly Jefferson
EMP1063,William Williams,Sales,Senior Associate,2024-11-06,Feb-2024,68.2,89.6,No,11,Kimberly Jefferson
EMP1063,William Williams,Sales,Specialist,2024-11-06,Mar-2024,80.1,98.1,No,11,Kimberly Jefferson
EMP1063,William Williams,Sales,Analyst,2024-11-06,Apr-2024,76.8,96.5,No,11,Kimberly Jefferson
EMP1063,William Williams,Sales,Specialist,2024-11-06,May-2024,81.3,88.9,No,11,Kimberly Jefferson
EMP1063,William Williams,Sales,Specialist,2024-11-06,Jun-2024,86.1,98.6,No,11,Kimberly Jefferson
EMP1063,William Williams,Sales,Analyst,2024-11-06,Jul-2024,81.7,86.7,No,11,Kimberly Jefferson
EMP1063,William Williams,Sales,Analyst,2024-11-06,Aug-2024,94.0,91.7,No,11,Kimberly Jefferson
EMP1063,William Williams,Sales,Specialist,2024-11-06,Sep-2024,86.1,93.2,No,11,Kimberly Jefferson
EMP1063,William Williams,Sales,Analyst,2024-11-06,Oct-2024,73.8,90.7,No,11,Kimberly Jefferson
EMP1063,William Williams,Sales,Senior Associate,2024-11-06,Nov-2024,69.6,96.1,No,11,Kimberly Jefferson
EMP1063,William Williams,Sales,Senior Associate,2024-11-06,Dec-2024,74.1,98.8,No,11,Kimberly Jefferson
EMP1064,Isabella Holland,Engineering,Associate,2024-03-21,Jan-2024,82.1,89.4,No,19,Julie Franco
EMP1064,Isabella Holland,Engineering,Senior Associate,2024-03-21,Feb-2024,70.6,98.7,No,19,Julie Franco
EMP1064,Isabella Holland,Engineering,Senior Associate,2024-03-21,Mar-2024,82.4,85.3,No,19,Julie Franco
EMP1064,Isabella Holland,Engineering,Associate,2024-03-21,Apr-2024,81.2,99.4,No,19,Julie Franco
EMP1064,Isabella Holland,Engineering,Associate,2024-03-21,May-2024,65.6,97.4,No,19,Julie Franco
EMP1064,Isabella Holland,Engineering,Analyst,2024-03-21,Jun-2024,85.9,89.2,No,19,Julie Franco
EMP1064,Isabella Holland,Engineering,Analyst,2024-03-21,Jul-2024,78.7,86.4,No,19,Julie Franco
EMP1064,Isabella Holland,Engineering,Associate,2024-03-21,Aug-2024,93.4,88.6,No,19,Julie Franco
EMP1064,Isabella Holland,Engineering,Specialist,2024-03-21,Sep-2024,74.8,89.5,No,19,Julie Franco
EMP1064,Isabella Holland,Engineering,Senior Associate,2024-03-21,Oct-2024,72.0,94.0,No,19,Julie Franco
EMP1064,Isabella Holland,Engineering,Analyst,2024-03-21,Nov-2024,64.5,96.1,No,19,Julie Franco
EMP1064,Isabella Holland,Engineering,Analyst,2024-03-21,Dec-2024,64.3,85.7,No,19,Julie Franco
EMP1065,Courtney Collier,Engineering,Specialist,2025-08-20,Jan-2024,84.5,98.4,No,2,Julie Franco
EMP1065,Courtney Collier,Engineering,Associate,2025-08-20,Feb-2024,92.1,87.8,No,2,Julie Franco
EMP1065,Courtney Collier,Engineering,Specialist,2025-08-20,Mar-2024,74.0,96.9,No,2,Julie Franco
EMP1065,Courtney Collier,Engineering,Senior Associate,2025-08-20,Apr-2024,73.3,85.5,No,2,Julie Franco
EMP1065,Courtney Collier,Engineering,Specialist,2025-08-20,May-2024,75.7,86.0,No,2,Julie Franco
EMP1065,Courtney Collier,Engineering,Associate,2025-08-20,Jun-2024,86.6,97.5,No,2,Julie Franco
EMP1065,Courtney Collier,Engineering,Analyst,2025-08-20,Jul-2024,65.7,86.4,No,2,Julie Franco
EMP1065,Courtney Collier,Engineering,Specialist,2025-08-20,Aug-2024,77.4,98.6,No,2,Julie Franco
EMP1065,Courtney Collier,Engineering,Associate,2025-08-20,Sep-2024,84.8,98.2,No,2,Julie Franco
EMP1065,Courtney Collier,Engineering,Senior Associate,2025-08-20,Oct-2024,80.0,93.6,No,2,Julie Franco
EMP1065,Courtney Collier,Engineering,Senior Associate,2025-08-20,Nov-2024,48.0,89.8,No,2,Julie Franco
EMP1065,Courtney Collier,Engineering,Analyst,2025-08-20,Dec-2024,81.8,91.5,No,2,Julie Franco
EMP1066,Michael Strong,Engineering,Analyst,2025-06-12,Jan-2024,80.1,98.4,No,4,Julie Franco
EMP1066,Michael Strong,Engineering,Senior Associate,2025-06-12,Feb-2024,88.7,91.7,No,4,Julie Franco
EMP1066,Michael Strong,Engineering,Analyst,2025-06-12,Mar-2024,91.1,93.9,No,4,Julie Franco
EMP1066,Michael Strong,Engineering,Specialist,2025-06-12,Apr-2024,88.1,95.5,No,4,Julie Franco
EMP1066,Michael Strong,Engineering,Associate,2025-06-12,May-2024,75.8,86.6,No,4,Julie Franco
EMP1066,Michael Strong,Engineering,Specialist,2025-06-12,Jun-2024,59.0,90.8,No,4,Julie Franco
EMP1066,Michael Strong,Engineering,Analyst,2025-06-12,Jul-2024,96.7,99.3,No,4,Julie Franco
EMP1066,Michael Strong,Engineering,Associate,2025-06-12,Aug-2024,73.2,94.0,No,4,Julie Franco
EMP1066,Michael Strong,Engineering,Associate,2025-06-12,Sep-2024,75.4,94.5,No,4,Julie Franco
EMP1066,Michael Strong,Engineering,Analyst,2025-06-12,Oct-2024,92.0,86.1,No,4,Julie Franco
EMP1066,Michael Strong,Engineering,Specialist,2025-06-12,Nov-2024,67.6,92.1,No,4,Julie Franco
EMP1066,Michael Strong,Engineering,Analyst,2025-06-12,Dec-2024,61.8,85.7,No,4,Julie Franco
EMP1067,William Smith,Engineering,Senior Associate,2023-07-15,Jan-2024,70.7,99.6,No,27,Julie Franco
EMP1067,William Smith,Engineering,Associate,2023-07-15,Feb-2024,68.1,90.0,No,27,Julie Franco
EMP1067,William Smith,Engineering,Specialist,2023-07-15,Mar-2024,60.9,94.2,No,27,Julie Franco
EMP1067,William Smith,Engineering,Senior Associate,2023-07-15,Apr-2024,74.2,89.2,No,27,Julie Franco
EMP1067,William Smith,Engineering,Specialist,2023-07-15,May-2024,75.8,85.1,No,27,Julie Franco
EMP1067,William Smith,Engineering,Specialist,2023-07-15,Jun-2024,60.4,85.1,No,27,Julie Franco
EMP1067,William Smith,Engineering,Analyst,2023-07-15,Jul-2024,71.9,97.0,No,27,Julie Franco
EMP1067,William Smith,Engineering,Senior Associate,2023-07-15,Aug-2024,67.5,93.6,No,27,Julie Franco
EMP1067,William Smith,Engineering,Associate,2023-07-15,Sep-2024,56.2,99.0,No,27,Julie Franco
EMP1067,William Smith,Engineering,Specialist,2023-07-15,Oct-2024,76.2,91.0,No,27,Julie Franco
EMP1067,William Smith,Engineering,Senior Associate,2023-07-15,Nov-2024,77.1,86.7,No,27,Julie Franco
EMP1067,William Smith,Engineering,Specialist,2023-07-15,Dec-2024,67.5,90.2,No,27,Julie Franco
EMP1068,Jonathan West,Engineering,Analyst,2024-02-16,Jan-2024,85.8,92.4,No,20,Julie Franco
EMP1068,Jonathan West,Engineering,Specialist,2024-02-16,Feb-2024,75.2,95.5,No,20,Julie Franco
EMP1068,Jonathan West,Engineering,Specialist,2024-02-16,Mar-2024,67.9,91.3,No,20,Julie Franco
EMP1068,Jonathan West,Engineering,Associate,2024-02-16,Apr-2024,59.9,91.2,No,20,Julie Franco
EMP1068,Jonathan West,Engineering,Associate,2024-02-16,May-2024,77.7,94.1,No,20,Julie Franco
EMP1068,Jonathan West,Engineering,Specialist,2024-02-16,Jun-2024,80.1,89.6,No,20,Julie Franco
EMP1068,Jonathan West,Engineering,Analyst,2024-02-16,Jul-2024,70.2,88.9,No,20,Julie Franco
EMP1068,Jonathan West,Engineering,Specialist,2024-02-16,Aug-2024,76.5,85.9,No,20,Julie Franco
EMP1068,Jonathan West,Engineering,Analyst,2024-02-16,Sep-2024,91.1,86.7,No,20,Julie Franco
EMP1068,Jonathan West,Engineering,Associate,2024-02-16,Oct-2024,84.0,90.8,No,20,Julie Franco
EMP1068,Jonathan West,Engineering,Senior Associate,2024-02-16,Nov-2024,53.5,86.8,No,20,Julie Franco
EMP1068,Jonathan West,Engineering,Associate,2024-02-16,Dec-2024,67.8,91.3,No,20,Julie Franco
EMP1069,Kayla Long,Engineering,Senior Associate,2024-03-14,Jan-2024,73.7,86.2,Yes,19,Julie Franco
EMP1069,Kayla Long,Engineering,Senior Associate,2024-03-14,Feb-2024,75.8,90.3,No,19,Julie Franco
EMP1069,Kayla Long,Engineering,Associate,2024-03-14,Mar-2024,76.7,95.2,No,19,Julie Franco
EMP1069,Kayla Long,Engineering,Specialist,2024-03-14,Apr-2024,79.4,90.4,No,19,Julie Franco
EMP1069,Kayla Long,Engineering,Specialist,2024-03-14,May-2024,74.0,94.5,No,19,Julie Franco
EMP1069,Kayla Long,Engineering,Analyst,2024-03-14,Jun-2024,75.2,98.7,No,19,Julie Franco
EMP1069,Kayla Long,Engineering,Associate,2024-03-14,Jul-2024,84.5,95.9,No,19,Julie Franco
EMP1069,Kayla Long,Engineering,Associate,2024-03-14,Aug-2024,77.9,86.8,No,19,Julie Franco
EMP1069,Kayla Long,Engineering,Associate,2024-03-14,Sep-2024,63.6,85.2,No,19,Julie Franco
EMP1069,Kayla Long,Engineering,Analyst,2024-03-14,Oct-2024,76.1,91.3,No,19,Julie Franco
EMP1069,Kayla Long,Engineering,Associate,2024-03-14,Nov-2024,73.7,93.7,No,19,Julie Franco
EMP1069,Kayla Long,Engineering,Analyst,2024-03-14,Dec-2024,56.2,85.7,No,19,Julie Franco
EMP1070,Karen Morrison,Engineering,Analyst,2022-12-20,Jan-2024,76.6,90.1,No,34,Julie Franco
EMP1070,Karen Morrison,Engineering,Analyst,2022-12-20,Feb-2024,64.7,95.9,No,34,Julie Franco
EMP1070,Karen Morrison,Engineering,Senior Associate,2022-12-20,Mar-2024,84.7,95.4,No,34,Julie Franco
EMP1070,Karen Morrison,Engineering,Senior Associate,2022-12-20,Apr-2024,79.3,91.4,No,34,Julie Franco
EMP1070,Karen Morrison,Engineering,Senior Associate,2022-12-20,May-2024,63.1,89.6,No,34,Julie Franco
EMP1070,Karen Morrison,Engineering,Analyst,2022-12-20,Jun-2024,84.2,96.8,No,34,Julie Franco
EMP1070,Karen Morrison,Engineering,Analyst,2022-12-20,Jul-2024,88.9,97.3,No,34,Julie Franco
EMP1070,Karen Morrison,Engineering,Specialist,2022-12-20,Aug-2024,72.5,97.9,No,34,Julie Franco
EMP1070,Karen Morrison,Engineering,Specialist,2022-12-20,Sep-2024,73.7,89.8,No,34,Julie Franco
EMP1070,Karen Morrison,Engineering,Specialist,2022-12-20,Oct-2024,83.1,93.7,No,34,Julie Franco
EMP1070,Karen Morrison,Engineering,Analyst,2022-12-20,Nov-2024,88.0,95.6,No,34,Julie Franco
EMP1070,Karen Morrison,Engineering,Specialist,2022-12-20,Dec-2024,58.4,95.3,No,34,Julie Franco
EMP1071,Angela Anderson,Engineering,Senior Associate,2023-03-09,Jan-2024,64.1,91.5,No,31,Julie Franco
EMP1071,Angela Anderson,Engineering,Associate,2023-03-09,Feb-2024,70.9,87.1,No,31,Julie Franco
EMP1071,Angela Anderson,Engineering,Specialist,2023-03-09,Mar-2024,71.9,87.3,No,31,Julie Franco
EMP1071,Angela Anderson,Engineering,Senior Associate,2023-03-09,Apr-2024,82.8,85.4,No,31,Julie Franco
EMP1071,Angela Anderson,Engineering,Senior Associate,2023-03-09,May-2024,88.1,90.1,No,31,Julie Franco
EMP1071,Angela Anderson,Engineering,Analyst,2023-03-09,Jun-2024,89.0,86.1,No,31,Julie Franco
EMP1071,Angela Anderson,Engineering,Senior Associate,2023-03-09,Jul-2024,58.2,95.2,No,31,Julie Franco
EMP1071,Angela Anderson,Engineering,Senior Associate,2023-03-09,Aug-2024,66.9,94.1,No,31,Julie Franco
EMP1071,Angela Anderson,Engineering,Senior Associate,2023-03-09,Sep-2024,62.7,99.8,No,31,Julie Franco
EMP1071,Angela Anderson,Engineering,Specialist,2023-03-09,Oct-2024,69.1,91.8,No,31,Julie Franco
EMP1071,Angela Anderson,Engineering,Senior Associate,2023-03-09,Nov-2024,66.9,92.3,No,31,Julie Franco
EMP1071,Angela Anderson,Engineering,Senior Associate,2023-03-09,Dec-2024,79.2,85.4,No,31,Julie Franco
EMP1072,Robert Reynolds,Engineering,Analyst,2024-10-14,Jan-2024,80.5,90.8,No,12,Julie Franco
EMP1072,Robert Reynolds,Engineering,Analyst,2024-10-14,Feb-2024,75.1,85.6,No,12,Julie Franco
EMP1072,Robert Reynolds,Engineering,Specialist,2024-10-14,Mar-2024,74.1,87.4,No,12,Julie Franco
EMP1072,Robert Reynolds,Engineering,Specialist,2024-10-14,Apr-2024,71.3,85.4,No,12,Julie Franco
EMP1072,Robert Reynolds,Engineering,Associate,2024-10-14,May-2024,72.4,89.3,No,12,Julie Franco
EMP1072,Robert Reynolds,Engineering,Associate,2024-10-14,Jun-2024,91.0,98.5,No,12,Julie Franco
EMP1072,Robert Reynolds,Engineering,Specialist,2024-10-14,Jul-2024,82.0,94.0,No,12,Julie Franco
EMP1072,Robert Reynolds,Engineering,Specialist,2024-10-14,Aug-2024,71.7,97.4,No,12,Julie Franco
EMP1072,Robert Reynolds,Engineering,Specialist,2024-10-14,Sep-2024,73.9,90.8,No,12,Julie Franco
EMP1072,Robert Reynolds,Engineering,Analyst,2024-10-14,Oct-2024,79.5,90.1,No,12,Julie Franco
EMP1072,Robert Reynolds,Engineering,Senior Associate,2024-10-14,Nov-2024,63.1,93.3,No,12,Julie Franco
EMP1072,Robert Reynolds,Engineering,Senior Associate,2024-10-14,Dec-2024,76.4,93.1,No,12,Julie Franco
EMP1073,Mark Benton,Engineering,Senior Associate,2023-07-21,Jan-2024,81.4,91.6,No,27,Julie Franco
EMP1073,Mark Benton,Engineering,Analyst,2023-07-21,Feb-2024,80.0,89.5,No,27,Julie Franco
EMP1073,Mark Benton,Engineering,Associate,2023-07-21,Mar-2024,67.1,85.9,No,27,Julie Franco
EMP1073,Mark Benton,Engineering,Specialist,2023-07-21,Apr-2024,68.8,90.1,No,27,Julie Franco
EMP1073,Mark Benton,Engineering,Specialist,2023-07-21,May-2024,55.2,93.7,No,27,Julie Franco
EMP1073,Mark Benton,Engineering,Analyst,2023-07-21,Jun-2024,82.5,87.1,No,27,Julie Franco
EMP1073,Mark Benton,Engineering,Specialist,2023-07-21,Jul-2024,95.7,92.3,No,27,Julie Franco
EMP1073,Mark Benton,Engineering,Senior Associate,2023-07-21,Aug-2024,65.8,91.0,No,27,Julie Franco
EMP1073,Mark Benton,Engineering,Senior Associate,2023-07-21,Sep-2024,86.0,94.3,No,27,Julie Franco
EMP1073,Mark Benton,Engineering,Associate,2023-07-21,Oct-2024,94.6,88.0,No,27,Julie Franco
EMP1073,Mark Benton,Engineering,Analyst,2023-07-21,Nov-2024,70.3,92.1,No,27,Julie Franco
EMP1073,Mark Benton,Engineering,Associate,2023-07-21,Dec-2024,73.9,93.1,No,27,Julie Franco
EMP1074,Scott Kelley,Engineering,Senior Associate,2023-06-26,Jan-2024,77.5,93.0,No,28,Julie Franco
EMP1074,Scott Kelley,Engineering,Associate,2023-06-26,Feb-2024,79.7,98.0,No,28,Julie Franco
EMP1074,Scott Kelley,Engineering,Senior Associate,2023-06-26,Mar-2024,78.1,86.9,No,28,Julie Franco
EMP1074,Scott Kelley,Engineering,Analyst,2023-06-26,Apr-2024,71.1,96.9,No,28,Julie Franco
EMP1074,Scott Kelley,Engineering,Senior Associate,2023-06-26,May-2024,81.2,99.2,No,28,Julie Franco
EMP1074,Scott Kelley,Engineering,Specialist,2023-06-26,Jun-2024,71.3,87.2,Yes,28,Julie Franco
EMP1074,Scott Kelley,Engineering,Associate,2023-06-26,Jul-2024,78.8,92.3,No,28,Julie Franco
EMP1074,Scott Kelley,Engineering,Specialist,2023-06-26,Aug-2024,74.7,98.0,No,28,Julie Franco
EMP1074,Scott Kelley,Engineering,Senior Associate,2023-06-26,Sep-2024,57.3,89.3,No,28,Julie Franco
EMP1074,Scott Kelley,Engineering,Associate,2023-06-26,Oct-2024,87.6,88.0,No,28,Julie Franco
EMP1074,Scott Kelley,Engineering,Associate,2023-06-26,Nov-2024,69.0,92.7,No,28,Julie Franco
EMP1074,Scott Kelley,Engineering,Senior Associate,2023-06-26,Dec-2024,88.7,92.4,No,28,Julie Franco
EMP1075,Christopher Garcia,Engineering,Analyst,2024-05-27,Jan-2024,85.6,99.7,No,17,Julie Franco
EMP1075,Christopher Garcia,Engineering,Senior Associate,2024-05-27,Feb-2024,77.2,91.1,No,17,Julie Franco
EMP1075,Christopher Garcia,Engineering,Analyst,2024-05-27,Mar-2024,80.2,93.6,No,17,Julie Franco
